customer_id,first_name,last_name,email,registration_date,region,customer_segment
42,Thomas,Lopez,thomas.lopez42@email.com,9/13/2023,West,Occasional
43,Michael,Rodriguez,michael.rodriguez43@email.com,5/28/2023,West,Occasional
44,Jessica,Brown,jessica.brown44@email.com,10/12/2023,Central,Occasional
45,Daniel,Garcia,daniel.garcia45@email.com,12/30/2023,Central,Occasional
46,Linda,Brown,linda.brown46@email.com,3/2/2023,South,Occasional
47,Daniel,Martinez,daniel.martinez47@email.com,5/20/2023,West,Occasional
48,Jessica,Davis,jessica.davis48@email.com,3/16/2023,West,Regular
49,Karen,Taylor,karen.taylor49@email.com,3/11/2023,North,Regular
50,Susan,Hernandez,susan.hernandez50@email.com,9/17/2023,East,Occasional
51,Barbara,Martinez,barbara.martinez51@email.com,10/24/2023,West,Occasional
52,Joseph,Moore,joseph.moore52@email.com,6/20/2023,Central,Occasional
53,Richard,Anderson,richard.anderson53@email.com,4/7/2023,South,Occasional
54,Linda,Wilson,linda.wilson54@email.com,11/1/2023,West,Occasional
55,Nancy,Lee,nancy.lee55@email.com,9/11/2023,North,VIP
56,Charles,Hernandez,charles.hernandez56@email.com,8/14/2023,North,Occasional
57,Joseph,Smith,joseph.smith57@email.com,7/29/2023,South,VIP
58,William,Hernandez,william.hernandez58@email.com,7/23/2023,North,Occasional
59,Nancy,Moore,nancy.moore59@email.com,11/21/2023,West,Occasional
60,Mary,Martin,mary.martin60@email.com,10/12/2023,East,Occasional
61,Lisa,Williams,lisa.williams61@email.com,2/20/2023,North,Occasional
62,Daniel,Martinez,daniel.martinez62@email.com,1/24/2023,East,Occasional
63,Barbara,Lopez,barbara.lopez63@email.com,12/13/2023,South,Occasional
64,Charles,Thompson,charles.thompson64@email.com,3/29/2023,South,VIP
65,Richard,Martin,richard.martin65@email.com,9/12/2023,Central,VIP
66,Joseph,Lee,joseph.lee66@email.com,11/29/2023,North,Occasional
67,Joseph,Martinez,joseph.martinez67@email.com,3/22/2023,North,Occasional
68,Elizabeth,Jackson,elizabeth.jackson68@email.com,11/7/2023,East,Occasional
69,Barbara,Miller,barbara.miller69@email.com,9/5/2023,North,Regular
70,Charles,Lopez,charles.lopez70@email.com,12/25/2023,East,VIP
71,Nancy,Gonzalez,nancy.gonzalez71@email.com,10/20/2023,North,Occasional
72,Lisa,Thomas,lisa.thomas72@email.com,5/27/2023,South,Occasional
73,Elizabeth,Davis,elizabeth.davis73@email.com,11/14/2023,East,Occasional
74,Lisa,Thompson,lisa.thompson74@email.com,3/12/2023,North,Occasional
75,Christopher,Johnson,christopher.johnson75@email.com,11/5/2023,North,Occasional
76,Lisa,Jones,lisa.jones76@email.com,11/24/2023,East,Occasional
77,Jennifer,Miller,jennifer.miller77@email.com,10/23/2023,East,Occasional
78,William,Garcia,william.garcia78@email.com,10/31/2023,East,Occasional
79,David,Brown,david.brown79@email.com,2/8/2023,South,Occasional
80,Linda,Thompson,linda.thompson80@email.com,7/23/2023,Central,Occasional
81,Richard,Smith,richard.smith81@email.com,12/16/2023,West,Occasional
82,Lisa,Thompson,lisa.thompson82@email.com,11/13/2023,East,VIP
83,Linda,Thomas,linda.thomas83@email.com,10/21/2023,East,Occasional
84,Linda,Lee,linda.lee84@email.com,11/2/2023,East,Occasional
85,Patricia,Jones,patricia.jones85@email.com,12/27/2023,East,Occasional
86,Patricia,Brown,patricia.brown86@email.com,10/24/2023,South,Occasional
87,Elizabeth,Thompson,elizabeth.thompson87@email.com,12/23/2023,Central,Occasional
88,Lisa,Jones,lisa.jones88@email.com,12/2/2023,North,Occasional
89,Karen,Wilson,karen.wilson89@email.com,5/24/2023,North,Occasional
90,Michael,Anderson,michael.anderson90@email.com,5/1/2023,East,VIP
91,Nancy,Lopez,nancy.lopez91@email.com,11/27/2023,East,VIP
92,William,Miller,william.miller92@email.com,8/21/2023,North,Occasional
93,Christopher,Lee,christopher.lee93@email.com,1/11/2023,North,Occasional
94,Linda,Jones,linda.jones94@email.com,4/16/2023,North,Occasional
95,Sarah,Miller,sarah.miller95@email.com,4/30/2023,East,Occasional
96,Karen,Smith,karen.smith96@email.com,12/13/2023,South,Occasional
97,Jennifer,Brown,jennifer.brown97@email.com,1/14/2023,South,VIP
98,Linda,Jackson,linda.jackson98@email.com,12/9/2023,East,VIP
99,Lisa,Wilson,lisa.wilson99@email.com,2/2/2023,West,Occasional
100,Elizabeth,Taylor,elizabeth.taylor100@email.com,8/20/2023,Central,Regular
101,Karen,Johnson,karen.johnson101@email.com,12/4/2023,Central,Regular
102,Christopher,Smith,christopher.smith102@email.com,10/31/2023,West,Occasional
103,Patricia,Thomas,patricia.thomas103@email.com,8/16/2023,North,Occasional
104,David,Martin,david.martin104@email.com,12/15/2023,East,Occasional
105,Charles,Moore,charles.moore105@email.com,7/15/2023,Central,Occasional
106,Joseph,Taylor,joseph.taylor106@email.com,2/20/2023,North,Occasional
107,Christopher,Moore,christopher.moore107@email.com,4/21/2023,West,Occasional
108,Linda,Wilson,linda.wilson108@email.com,11/3/2023,West,Occasional
109,Patricia,Hernandez,patricia.hernandez109@email.com,12/7/2023,East,Occasional
110,Robert,Thompson,robert.thompson110@email.com,2/4/2023,North,Occasional
111,John,Wilson,john.wilson111@email.com,11/14/2023,South,Occasional
112,Charles,Moore,charles.moore112@email.com,12/10/2023,North,Occasional
113,Nancy,Wilson,nancy.wilson113@email.com,1/27/2023,East,Occasional
114,Elizabeth,Brown,elizabeth.brown114@email.com,4/19/2023,South,Occasional
115,Linda,Brown,linda.brown115@email.com,10/21/2023,East,VIP
116,William,Jackson,william.jackson116@email.com,11/7/2023,Central,Occasional
117,Karen,Martin,karen.martin117@email.com,10/13/2023,North,Occasional
118,Nancy,White,nancy.white118@email.com,12/8/2023,East,Occasional
119,Barbara,Hernandez,barbara.hernandez119@email.com,12/8/2023,South,Occasional
120,Richard,Williams,richard.williams120@email.com,10/11/2023,North,VIP
121,Thomas,Miller,thomas.miller121@email.com,11/3/2023,East,Regular
122,Barbara,Hernandez,barbara.hernandez122@email.com,10/18/2023,Central,VIP
123,Mary,Jones,mary.jones123@email.com,10/13/2023,North,Occasional
124,William,Anderson,william.anderson124@email.com,9/6/2023,Central,Occasional
125,William,Miller,william.miller125@email.com,2/28/2023,East,Occasional
126,Barbara,Thompson,barbara.thompson126@email.com,9/7/2023,Central,Occasional
127,Mary,Davis,mary.davis127@email.com,10/16/2023,North,VIP
128,Barbara,Miller,barbara.miller128@email.com,5/11/2023,East,Regular
129,James,Thomas,james.thomas129@email.com,3/31/2023,South,Occasional
130,Daniel,Davis,daniel.davis130@email.com,12/9/2023,East,VIP
131,Lisa,Johnson,lisa.johnson131@email.com,8/24/2023,North,Occasional
132,Charles,Wilson,charles.wilson132@email.com,12/30/2023,West,Regular
133,Richard,Smith,richard.smith133@email.com,3/29/2023,Central,Occasional
134,Daniel,Lopez,daniel.lopez134@email.com,12/18/2023,South,Occasional
135,Richard,Taylor,richard.taylor135@email.com,11/22/2023,East,Regular
136,Jennifer,Williams,jennifer.williams136@email.com,2/28/2023,Central,Occasional
137,Elizabeth,Lopez,elizabeth.lopez137@email.com,11/27/2023,South,Regular
138,Robert,Rodriguez,robert.rodriguez138@email.com,10/15/2023,South,Occasional
139,Christopher,Williams,christopher.williams139@email.com,10/12/2023,West,Occasional
140,Charles,Jackson,charles.jackson140@email.com,10/17/2023,Central,Regular
141,Christopher,Hernandez,christopher.hernandez141@email.com,12/23/2023,West,Occasional
142,Barbara,Rodriguez,barbara.rodriguez142@email.com,6/30/2023,Central,VIP
143,Joseph,Anderson,joseph.anderson143@email.com,11/14/2023,East,VIP
144,John,Martin,john.martin144@email.com,7/16/2023,West,Occasional
145,Lisa,Johnson,lisa.johnson145@email.com,10/20/2023,South,Regular
146,Jessica,Taylor,jessica.taylor146@email.com,12/24/2023,West,VIP
147,David,White,david.white147@email.com,10/10/2023,South,VIP
148,Daniel,Anderson,daniel.anderson148@email.com,9/26/2023,Central,Occasional
149,Elizabeth,Lopez,elizabeth.lopez149@email.com,7/18/2023,West,Occasional
150,Nancy,Martin,nancy.martin150@email.com,10/12/2023,East,VIP
151,Patricia,Moore,patricia.moore151@email.com,5/26/2023,East,Occasional
152,Nancy,Martin,nancy.martin152@email.com,6/20/2023,North,Occasional
153,Robert,Lopez,robert.lopez153@email.com,10/9/2023,West,VIP
154,Daniel,Williams,daniel.williams154@email.com,11/13/2023,East,Occasional
155,Nancy,White,nancy.white155@email.com,12/17/2023,Central,VIP
156,Nancy,Wilson,nancy.wilson156@email.com,1/10/2023,East,Regular
157,Michael,Hernandez,michael.hernandez157@email.com,9/6/2023,South,Regular
158,Robert,Jones,robert.jones158@email.com,12/19/2023,Central,Occasional
159,Lisa,Taylor,lisa.taylor159@email.com,11/18/2023,Central,VIP
160,Richard,Jones,richard.jones160@email.com,10/4/2023,Central,Occasional
161,Jennifer,Anderson,jennifer.anderson161@email.com,11/15/2023,South,Occasional
162,Karen,Martinez,karen.martinez162@email.com,8/18/2023,South,Occasional
163,Barbara,Thomas,barbara.thomas163@email.com,4/10/2023,East,Occasional
164,Charles,Anderson,charles.anderson164@email.com,5/25/2023,West,Occasional
165,Susan,Garcia,susan.garcia165@email.com,11/6/2023,South,Occasional
166,Mary,Lee,mary.lee166@email.com,7/10/2023,Central,Occasional
167,Daniel,Taylor,daniel.taylor167@email.com,5/26/2023,North,Occasional
168,William,Anderson,william.anderson168@email.com,3/17/2023,West,VIP
169,Linda,Anderson,linda.anderson169@email.com,1/14/2023,West,VIP
170,Thomas,Lopez,thomas.lopez170@email.com,12/21/2023,East,Regular
171,David,Brown,david.brown171@email.com,11/29/2023,East,Occasional
172,Robert,Johnson,robert.johnson172@email.com,11/1/2023,South,Occasional
173,Jessica,Anderson,jessica.anderson173@email.com,2/10/2023,North,Regular
174,Robert,Moore,robert.moore174@email.com,11/8/2023,Central,Occasional
175,Barbara,Davis,barbara.davis175@email.com,12/25/2023,South,Occasional
176,Karen,Anderson,karen.anderson176@email.com,10/29/2023,Central,Occasional
177,Christopher,Taylor,christopher.taylor177@email.com,3/15/2023,East,Occasional
178,Karen,Lopez,karen.lopez178@email.com,11/8/2023,South,Occasional
179,John,Taylor,john.taylor179@email.com,2/4/2023,Central,Occasional
180,Thomas,Moore,thomas.moore180@email.com,11/1/2023,North,Occasional
181,Elizabeth,Rodriguez,elizabeth.rodriguez181@email.com,7/2/2023,North,Regular
182,Lisa,Thompson,lisa.thompson182@email.com,10/25/2023,East,VIP
183,Elizabeth,Moore,elizabeth.moore183@email.com,10/10/2023,South,Occasional
184,Nancy,Anderson,nancy.anderson184@email.com,9/3/2023,South,Occasional
185,John,White,john.white185@email.com,8/23/2023,North,Regular
186,Mary,Miller,mary.miller186@email.com,6/11/2023,East,Occasional
187,Sarah,Thomas,sarah.thomas187@email.com,10/10/2023,South,Regular
188,Mary,Lee,mary.lee188@email.com,12/16/2023,East,Occasional
189,Richard,Anderson,richard.anderson189@email.com,7/17/2023,East,Occasional
190,Jessica,White,jessica.white190@email.com,9/23/2023,East,Occasional
191,Lisa,Wilson,lisa.wilson191@email.com,10/15/2023,South,Occasional
192,David,Brown,david.brown192@email.com,10/8/2023,East,Regular
193,Karen,White,karen.white193@email.com,12/20/2023,West,Occasional
194,Mary,Lopez,mary.lopez194@email.com,8/11/2023,East,Occasional
195,Mary,Williams,mary.williams195@email.com,7/27/2023,East,Occasional
196,Lisa,Thompson,lisa.thompson196@email.com,12/28/2023,South,Occasional
197,Nancy,Anderson,nancy.anderson197@email.com,12/23/2023,South,Occasional
198,Elizabeth,Lopez,elizabeth.lopez198@email.com,10/20/2023,North,Occasional
199,Nancy,Anderson,nancy.anderson199@email.com,7/10/2023,West,Occasional
200,Charles,Jones,charles.jones200@email.com,7/23/2023,East,Occasional
201,Linda,Brown,linda.brown201@email.com,12/8/2023,West,Occasional
202,Sarah,Brown,sarah.brown202@email.com,11/28/2023,West,Regular
203,Karen,Martinez,karen.martinez203@email.com,9/9/2023,South,VIP
204,John,Anderson,john.anderson204@email.com,11/5/2023,North,Occasional
205,David,Thompson,david.thompson205@email.com,12/23/2023,Central,Occasional
206,Barbara,Garcia,barbara.garcia206@email.com,12/25/2023,South,Occasional
207,Thomas,Davis,thomas.davis207@email.com,12/6/2023,South,Regular
208,Jessica,Smith,jessica.smith208@email.com,10/19/2023,East,Occasional
209,Sarah,Jones,sarah.jones209@email.com,2/14/2023,North,Regular
210,Daniel,Thomas,daniel.thomas210@email.com,7/29/2023,Central,VIP
211,David,Lee,david.lee211@email.com,11/2/2023,Central,Regular
212,Sarah,Lee,sarah.lee212@email.com,3/8/2023,West,Occasional
213,Mary,Brown,mary.brown213@email.com,6/5/2023,South,Regular
214,Daniel,Davis,daniel.davis214@email.com,10/26/2023,East,Occasional
215,William,Miller,william.miller215@email.com,10/10/2023,East,VIP
216,Barbara,Martin,barbara.martin216@email.com,9/15/2023,South,Occasional
217,Charles,Jones,charles.jones217@email.com,10/13/2023,Central,Regular
218,Charles,Johnson,charles.johnson218@email.com,1/15/2023,North,VIP
219,Christopher,Jackson,christopher.jackson219@email.com,12/5/2023,Central,Occasional
220,Christopher,Smith,christopher.smith220@email.com,11/18/2023,Central,Regular
221,Barbara,Thomas,barbara.thomas221@email.com,10/5/2023,West,Regular
222,John,White,john.white222@email.com,11/5/2023,West,Occasional
223,Michael,Hernandez,michael.hernandez223@email.com,6/10/2023,East,Occasional
224,Elizabeth,Gonzalez,elizabeth.gonzalez224@email.com,11/14/2023,Central,Occasional
225,David,Davis,david.davis225@email.com,5/17/2023,West,Regular
226,Patricia,Johnson,patricia.johnson226@email.com,11/12/2023,Central,Occasional
227,Jennifer,Hernandez,jennifer.hernandez227@email.com,6/10/2023,South,Occasional
228,Jessica,Taylor,jessica.taylor228@email.com,6/7/2023,West,VIP
229,Richard,Taylor,richard.taylor229@email.com,5/4/2023,South,Occasional
230,Mary,Johnson,mary.johnson230@email.com,10/16/2023,West,Regular
231,James,Brown,james.brown231@email.com,5/16/2023,East,Occasional
232,Elizabeth,Johnson,elizabeth.johnson232@email.com,10/19/2023,Central,Regular
233,Sarah,Martinez,sarah.martinez233@email.com,10/28/2023,West,Occasional
234,William,Martin,william.martin234@email.com,3/2/2023,South,Occasional
235,Richard,Lopez,richard.lopez235@email.com,6/23/2023,Central,Occasional
236,Robert,Miller,robert.miller236@email.com,7/25/2023,Central,VIP
237,Mary,Jones,mary.jones237@email.com,8/31/2023,Central,Occasional
238,Karen,Taylor,karen.taylor238@email.com,10/14/2023,East,Regular
239,Karen,Martinez,karen.martinez239@email.com,9/17/2023,Central,Occasional
240,Daniel,Jackson,daniel.jackson240@email.com,12/29/2023,East,Regular
241,Patricia,Wilson,patricia.wilson241@email.com,12/19/2023,North,Occasional
242,William,Lee,william.lee242@email.com,10/24/2023,Central,Regular
243,Mary,Jackson,mary.jackson243@email.com,9/26/2023,Central,Occasional
244,Richard,Jones,richard.jones244@email.com,5/5/2023,North,Occasional
245,Daniel,Brown,daniel.brown245@email.com,11/5/2023,East,Occasional
246,Susan,White,susan.white246@email.com,10/28/2023,Central,Occasional
247,Lisa,Johnson,lisa.johnson247@email.com,9/23/2023,South,Occasional
248,Nancy,Thomas,nancy.thomas248@email.com,6/10/2023,South,Occasional
249,Sarah,Hernandez,sarah.hernandez249@email.com,12/13/2023,East,Occasional
250,Michael,Davis,michael.davis250@email.com,11/23/2023,South,Occasional
251,Barbara,Martinez,barbara.martinez251@email.com,12/20/2023,West,Regular
252,Elizabeth,Moore,elizabeth.moore252@email.com,5/21/2023,East,VIP
253,Nancy,Moore,nancy.moore253@email.com,11/11/2023,East,Occasional
254,Robert,Martinez,robert.martinez254@email.com,12/21/2023,East,Occasional
255,Christopher,Rodriguez,christopher.rodriguez255@email.com,4/20/2023,South,Occasional
256,William,Moore,william.moore256@email.com,3/12/2023,North,Occasional
257,Charles,Davis,charles.davis257@email.com,10/7/2023,Central,Regular
258,Linda,Johnson,linda.johnson258@email.com,11/19/2023,West,VIP
259,Robert,Smith,robert.smith259@email.com,3/22/2023,West,Occasional
260,Jessica,Thomas,jessica.thomas260@email.com,5/28/2023,East,Regular
261,Mary,Williams,mary.williams261@email.com,4/29/2023,Central,Occasional
262,Mary,Garcia,mary.garcia262@email.com,4/1/2023,North,Occasional
263,Richard,Thomas,richard.thomas263@email.com,11/24/2023,North,VIP
264,Charles,Martin,charles.martin264@email.com,11/19/2023,East,Occasional
265,Christopher,Moore,christopher.moore265@email.com,3/10/2023,Central,Occasional
266,Michael,Brown,michael.brown266@email.com,11/3/2023,East,Occasional
267,James,Hernandez,james.hernandez267@email.com,10/18/2023,South,Regular
268,Christopher,Gonzalez,christopher.gonzalez268@email.com,9/21/2023,East,VIP
269,Nancy,Brown,nancy.brown269@email.com,12/14/2023,West,Regular
270,Linda,Smith,linda.smith270@email.com,12/1/2023,West,Occasional
271,David,Martinez,david.martinez271@email.com,10/21/2023,North,Regular
272,Elizabeth,White,elizabeth.white272@email.com,10/7/2023,North,Occasional
273,Jennifer,Gonzalez,jennifer.gonzalez273@email.com,12/27/2023,East,Occasional
274,Christopher,Martinez,christopher.martinez274@email.com,12/3/2023,South,Occasional
275,Jessica,Jones,jessica.jones275@email.com,11/7/2023,East,Occasional
276,Sarah,Thomas,sarah.thomas276@email.com,12/7/2023,South,Occasional
277,Nancy,Martin,nancy.martin277@email.com,2/11/2023,Central,Occasional
278,Daniel,Lopez,daniel.lopez278@email.com,10/20/2023,North,VIP
279,Sarah,Taylor,sarah.taylor279@email.com,10/24/2023,South,Regular
280,Thomas,Anderson,thomas.anderson280@email.com,12/5/2023,Central,Occasional
281,Thomas,Anderson,thomas.anderson281@email.com,8/21/2023,South,Occasional
282,Joseph,Jackson,joseph.jackson282@email.com,11/2/2023,East,Occasional
283,Richard,Rodriguez,richard.rodriguez283@email.com,4/22/2023,Central,VIP
284,Susan,Lopez,susan.lopez284@email.com,10/5/2023,North,Occasional
285,John,Thomas,john.thomas285@email.com,11/9/2023,South,Occasional
286,Christopher,Lee,christopher.lee286@email.com,7/11/2023,West,Occasional
287,Richard,Gonzalez,richard.gonzalez287@email.com,10/8/2023,Central,VIP
288,Elizabeth,Brown,elizabeth.brown288@email.com,10/24/2023,West,Occasional
289,Lisa,Davis,lisa.davis289@email.com,1/12/2023,East,Occasional
290,Lisa,Moore,lisa.moore290@email.com,7/14/2023,South,Regular
291,Elizabeth,Jones,elizabeth.jones291@email.com,12/17/2023,North,Occasional
292,Susan,Martin,susan.martin292@email.com,1/9/2023,South,Regular
293,Patricia,Martin,patricia.martin293@email.com,10/16/2023,North,Regular
294,Mary,Gonzalez,mary.gonzalez294@email.com,10/4/2023,South,Occasional
295,Mary,Jones,mary.jones295@email.com,5/29/2023,South,Occasional
296,Lisa,Jackson,lisa.jackson296@email.com,10/16/2023,East,Regular
297,Robert,Thompson,robert.thompson297@email.com,7/31/2023,East,Regular
298,Sarah,Jackson,sarah.jackson298@email.com,3/31/2023,West,Occasional
299,Mary,Lopez,mary.lopez299@email.com,12/10/2023,West,Occasional
300,David,White,david.white300@email.com,3/18/2023,East,Occasional
301,Sarah,Thomas,sarah.thomas301@email.com,12/3/2023,East,Occasional
302,Robert,Anderson,robert.anderson302@email.com,10/15/2023,West,Occasional
303,Sarah,Taylor,sarah.taylor303@email.com,11/30/2023,East,Regular
304,Christopher,Williams,christopher.williams304@email.com,7/9/2023,North,Occasional
305,Michael,Johnson,michael.johnson305@email.com,10/6/2023,Central,Occasional
306,John,Miller,john.miller306@email.com,10/28/2023,Central,Regular
307,Michael,Hernandez,michael.hernandez307@email.com,12/30/2023,South,Occasional
308,Lisa,Brown,lisa.brown308@email.com,9/3/2023,South,Occasional
309,Daniel,Miller,daniel.miller309@email.com,12/1/2023,Central,Regular
310,Barbara,Gonzalez,barbara.gonzalez310@email.com,11/29/2023,East,Regular
311,Elizabeth,Taylor,elizabeth.taylor311@email.com,8/27/2023,North,Occasional
312,Lisa,Thomas,lisa.thomas312@email.com,6/13/2023,South,Occasional
313,Susan,Johnson,susan.johnson313@email.com,4/24/2023,South,VIP
314,Sarah,Jackson,sarah.jackson314@email.com,8/2/2023,East,Regular
315,David,Davis,david.davis315@email.com,11/30/2023,West,Occasional
316,Nancy,Hernandez,nancy.hernandez316@email.com,10/30/2023,West,Occasional
317,Lisa,Lopez,lisa.lopez317@email.com,10/23/2023,West,Regular
318,Sarah,Lee,sarah.lee318@email.com,9/26/2023,North,Occasional
319,John,Thompson,john.thompson319@email.com,12/31/2023,West,VIP
320,Christopher,Davis,christopher.davis320@email.com,12/12/2023,North,Regular
321,Joseph,Lopez,joseph.lopez321@email.com,10/11/2023,Central,Occasional
322,Nancy,Thomas,nancy.thomas322@email.com,10/24/2023,Central,Occasional
323,James,Taylor,james.taylor323@email.com,10/2/2023,East,VIP
324,Daniel,Thompson,daniel.thompson324@email.com,4/2/2023,North,Occasional
325,Thomas,Jones,thomas.jones325@email.com,10/13/2023,Central,Regular
326,Elizabeth,Rodriguez,elizabeth.rodriguez326@email.com,2/10/2023,East,Occasional
327,Joseph,Jackson,joseph.jackson327@email.com,10/3/2023,South,Regular
328,John,Lee,john.lee328@email.com,11/29/2023,North,VIP
329,Richard,Gonzalez,richard.gonzalez329@email.com,1/29/2023,North,Occasional
330,John,Thomas,john.thomas330@email.com,11/27/2023,East,Occasional
331,Patricia,Taylor,patricia.taylor331@email.com,4/28/2023,South,Occasional
332,Daniel,Jackson,daniel.jackson332@email.com,1/24/2023,North,Occasional
333,William,Moore,william.moore333@email.com,1/17/2023,South,Occasional
334,David,Smith,david.smith334@email.com,10/28/2023,South,Occasional
335,Daniel,Gonzalez,daniel.gonzalez335@email.com,6/3/2023,South,Occasional
336,Charles,Gonzalez,charles.gonzalez336@email.com,10/4/2023,East,Occasional
337,Lisa,Jones,lisa.jones337@email.com,12/19/2023,North,Occasional
338,Elizabeth,Johnson,elizabeth.johnson338@email.com,12/2/2023,North,Regular
339,Karen,Martin,karen.martin339@email.com,11/20/2023,North,Occasional
340,Joseph,Thomas,joseph.thomas340@email.com,10/22/2023,West,Occasional
341,Nancy,Jackson,nancy.jackson341@email.com,2/13/2023,Central,Regular
342,Linda,White,linda.white342@email.com,11/27/2023,South,Occasional
343,Christopher,Jones,christopher.jones343@email.com,6/12/2023,East,VIP
344,James,Martinez,james.martinez344@email.com,5/19/2023,North,VIP
345,Jennifer,Wilson,jennifer.wilson345@email.com,10/12/2023,Central,Occasional
346,James,Williams,james.williams346@email.com,12/20/2023,Central,Occasional
347,David,Gonzalez,david.gonzalez347@email.com,11/9/2023,West,Occasional
348,Lisa,Moore,lisa.moore348@email.com,5/5/2023,Central,Occasional
349,Nancy,Gonzalez,nancy.gonzalez349@email.com,11/27/2023,East,Regular
350,Robert,Williams,robert.williams350@email.com,11/26/2023,West,Regular
351,John,Lopez,john.lopez351@email.com,11/30/2023,West,Occasional
352,Michael,Anderson,michael.anderson352@email.com,11/23/2023,North,Occasional
353,David,Martin,david.martin353@email.com,11/19/2023,West,Regular
354,Christopher,Martin,christopher.martin354@email.com,11/20/2023,Central,Occasional
355,Michael,Thomas,michael.thomas355@email.com,11/11/2023,East,Regular
356,Daniel,Lee,daniel.lee356@email.com,10/22/2023,South,Regular
357,William,Gonzalez,william.gonzalez357@email.com,10/20/2023,South,Occasional
358,Sarah,Garcia,sarah.garcia358@email.com,10/9/2023,North,Occasional
359,Joseph,White,joseph.white359@email.com,11/24/2023,North,Occasional
360,Susan,Thompson,susan.thompson360@email.com,11/21/2023,East,Regular
361,Nancy,Jones,nancy.jones361@email.com,7/13/2023,North,Occasional
362,Karen,Thomas,karen.thomas362@email.com,10/1/2023,Central,Occasional
363,Daniel,Wilson,daniel.wilson363@email.com,7/4/2023,Central,Occasional
364,John,Brown,john.brown364@email.com,12/3/2023,East,Regular
365,Karen,Johnson,karen.johnson365@email.com,11/27/2023,West,Occasional
366,David,Wilson,david.wilson366@email.com,12/19/2023,East,Regular
367,Lisa,Taylor,lisa.taylor367@email.com,12/19/2023,Central,Regular
368,Elizabeth,Gonzalez,elizabeth.gonzalez368@email.com,12/14/2023,Central,Occasional
369,Robert,Lopez,robert.lopez369@email.com,9/5/2023,North,Regular
370,John,Brown,john.brown370@email.com,3/14/2023,East,Regular
371,Joseph,Miller,joseph.miller371@email.com,6/28/2023,West,VIP
372,Lisa,White,lisa.white372@email.com,2/4/2023,East,VIP
373,Daniel,Brown,daniel.brown373@email.com,11/18/2023,North,Occasional
374,Jennifer,Davis,jennifer.davis374@email.com,10/10/2023,South,Regular
375,Susan,Anderson,susan.anderson375@email.com,11/10/2023,South,Regular
376,Nancy,Wilson,nancy.wilson376@email.com,10/14/2023,South,Occasional
